description;address;neighborhood;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
Apartamento para venda direto da construtora possui 45 metros quadrados com 1 quarto;Condomínio Lago Sul;Setor Habitacional Jardim Botânico;11000;1;0;1;1;50387;420;390;-
Vendo Apartamento de 2 Quartos na CNB 11 ...;CNB 11;Taguatinga Norte;-;2;-;1;1;245000;0;0;-
Apartamento 2qrts com ótimos preços;QR 407 Conjunto 1;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento com 2 dormitórios à venda, 63 m² por R$ 650.000,00 - Sudoeste - Brasília/DF;QRSW 3 Bloco A-4;Setor Sudoeste;63;2;0;1;0;650000;479;0;-
Apartamento de 80 m² com 3 quartos, 1 suíte, vaga de garagem - Vicente Pires;Rua 8 Chácara 213;Setor Habitacional Vicente Pires;80;3;1;2;1;270000;250;0;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;Norte;175;3;3;5;2;1605000;1003;-;-
LINDO APARTAMENTO | 2 QUARTOS | 50M² | TAGUATINGA;Setor SAGOCA;Taguatinga Norte;50;2;1;2;1;260000;0;0;-
Apartamento com 3 dormitórios à venda, 74 m² por R$ 650.000,00 - Sobradinho - Sobradinho/DF;Quadra 2;Sobradinho;133;3;1;2;1;650000;0;0;-
Apartamento com 2 dormitórios à venda, 48 m² por R$ 160.000,00 - Vicente Pires - Vicente Pires/DF;Rua 8;Setor Habitacional Vicente Pires;48;2;0;1;0;160000;250;0;-
Apartamento para venda tem 65 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;QI 416;Samambaia Norte;-;2;1;2;1;318790;0;0;-
Apartamento para venda tem 101 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;3;1;2;3;889688;0;0;-
Apartamento para venda tem 56 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;379669;0;0;-
Apartamento para venda com 56 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;379651;0;0;-
Biarritz Apartamento a venda, Asa Norte - Brasília - DF;SHN Quadra 1;Asa Norte;-;1;1;1;1;460000;0;0;-
Apartamento para venda possui 65 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;QI 416;Samambaia Norte;-;2;1;2;1;318009;0;0;-
Apartamento Padrão 2 Quartos, Estacionamento Fechado | Quadra 04 - Aceita financiamento E FGTS;Quadra 4;Sobradinho;60;2;-;1;1;260000;-;-;-
Ap 1 ou 2 quartos, muitas facilidades pela construtora e programa casa verde e amarela;QR 407 Conjunto 5;Samambaia Norte;56;1;0;1;1;176000;-;-;-
Apartamento 1e2 quartos com subsídio de até 47mil;QR 407;Samambaia Norte;-;2;0;1;0;178000;0;0;-
REFORMADO + ARMÁRIOS PLANEJADOS + LOCALIZAÇÃO TOP! ED L'ETOILE, SQSW 303, SUDOESTE;-;Setor Sudoeste;91;3;1;3;1;1300000;0;0;-
Lazer completo, prestação média 600, ganhe subsídio, veja as facilidades;QR 407 Conjunto 6;Samambaia Norte;57;2;0;1;1;165000;-;-;-
BRASÍLIA - Apartamento Padrão - SAMAMBAIA;-;Samambaia Sul;70;2;1;1;1;238999;400;690;-
GRANDE LANÇAMENTO NA CEILÂNDIA SUL - APARTAMENTO 1 QUARTO COM GARAGEM;QNM 21 Conjunto A;Ceilândia Sul;27;1;0;1;1;149900;250;400;-
Apartamento para venda possui 64 metros quadrados com 3 quartos em Taguatinga Norte - Brasília - DF;Setor SAGOCA;Taguatinga Norte;-;3;1;2;1;379721;0;0;-
Apartamento 2 quartos com vaga de garagem vinculada;QR 407 Conjunto 9;Samambaia Norte;-;2;0;1;0;178000;0;0;-
BRASÍLIA - Apartamento Padrão - TAGUATINGA NORTE (TAGUATINGA);-;Taguatinga Norte;60;2;0;1;1;270000;320;500;-
Renda a partir de mil e ganhe subsídio pelo pragrama casa verde e amarela;QR 407;Samambaia Norte;57;2;0;1;1;180000;0;0;-
Apartamento 65m² 02 quartos Guará 2;-;Guará II;-;2;1;2;1;450000;-;-;-
Apartamento com facilidades na compra;QR 407 Conjunto 6;Samambaia Norte;-;2;0;1;0;178000;0;0;-
prédio moderno;EQNN 4/6;Ceilândia Sul;340;5;-;5;3;850000;-;-;-
Apartamento de alto padrão em Residencial Contemporâneo Noroeste;SQNW 106 Bloco J;Setor Noroeste;-;4;2;4;3;2134158;0;0;-
APARTAMENTO DUPLEX – 3 QUARTOS - 2 VAGAS SOLTAS – PRÉDIO REFORMADO;SQSW 305;Setor Sudoeste;216;3;1;4;2;2250000;0;0;-
APTO RESIDNCIAL SEDWICK RUA 31;Rua 31;Sul;120;3;2;3;2;760000;0;650;-
BRASÍLIA - Apartamento Padrão - SUL (ÁGUAS CLARAS);-;Sul;88;3;1;2;1;655000;550;-;-
Samuel Pereira oferece: Apartamento Moderno e Escriturado de 1 Quarto no Império dos Nobres.;MC 1;Condomínio Império dos Nobres;40;1;0;1;1;230000;150;300;-
Apartamento para venda tem 56 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;379644;0;0;-
Apartamento para venda com 101 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;3;1;2;3;898755;0;0;-
Soffisticato Águas Claras - Duplex c/ 2 suítes e lazer completo! Nascente;Rua das Figueiras;Norte;80;2;2;3;1;720000;650;0;-
Pronto p morar, muitas facilidades, últimas unidades;QR 321;Samambaia Sul;78;2;0;1;1;212000;-;-;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;Asa Norte;124;3;1;3;1;1350000;-;-;-
Apartamento para venda possui 101 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;3;1;2;3;889006;0;0;-
Apartamento 3 quartos com 84 metros no Edifício Idealle Gama;Quadra 2;Setor Industrial;-;3;3;3;2;540000;450;-;-
Apartamento para venda com 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589744;0;0;-
Apartamento para venda com 130 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;3;1;2;3;329702;0;0;-
Apartamento 2qrts pelo programa casa verde e amarela;QR 407 Conjunto 7;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento para venda possui 101 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;3;1;2;3;889007;0;0;-
Apartamento para venda tem 91 metros quadrados com 3 quartos em Sul - Brasília - DF;Rua 36;Sul;-;3;3;4;1;889121;0;0;-
Samuel Pereira oferece: Apartamento 2 Quartos no Setor de Mansões de Sobradinho.;QMS 14;Setor de Mansões de Sobradinho;70;2;0;1;0;160000;-;200;-
Apartamento para venda possui 101 metros quadrados com 3 quartos em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;3;1;2;3;898018;0;0;-
QS 303 San lorenzo 2 quartos 1 suite, varanda!;QS 303 Conjunto 6;Samambaia Sul;-;2;1;1;1;279000;360;500;-
Apartamento para venda tem 50 metros quadrados com 2 quartos em Ceilândia Norte - Brasília - DF;QNN 27 Módulo C;Ceilândia Norte;51;2;1;1;1;370000;-;200;-
Apartamento 3 quartos Lançamento Reserva Parque Clube Águas Claras Norte;Rua das Carnaúbas;Norte;67;3;1;1;-;562010;500;1200;-
Apartamento para venda tem 50 metros quadrados com 2 quartos em Guará II - Brasília - DF;QE 40;Guará II;-;2;0;1;0;170000;0;0;-
Asa Norte | Apartamento 3 quartos, sendo 2 suites;SQN 205;Asa Norte;143;3;2;5;1;1920000;950;1600;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589704;0;0;-
Apartamento 2qrt com ótimos preços;QR 407 Conjunto 6;Samambaia Norte;-;2;0;1;0;177000;-;0;-
BRASÍLIA - Apartamento Padrão - ASA SUL;-;Asa Sul;120;3;0;3;1;1730000;1200;-;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;Norte;35;1;0;1;1;305900;-;-;-
Apartamento 3 quartos CNB 5 Taguatinga;CNB;Taguatinga Norte;-;3;-;2;-;260000;0;0;-
Venda Apartamento 1 quarto Noroeste Brasília;-;Setor Noroeste;39;1;0;1;1;450000;351;1387;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589703;0;0;-
Apartamento para venda tem 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;QN 122 Conjunto 3;Samambaia Sul;-;2;1;2;1;319562;0;0;-
APARTAMENTO MIRANTE DO BOSQUE 90 METROS;Quadra 209;Sul;120;3;2;4;2;880000;750;1190;-
Apartamento para venda com 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589590;0;0;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589644;0;0;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589705;0;0;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589670;0;0;-
Residencial Itamaraty, 3 quartos com armários planejados, aceita financiamento e fgts;Setor SAGOCA;Taguatinga Norte;62;3;1;1;1;400000;410;0;-
Cobertura 3Q, 156m,3Vg, Residencial Adriana Muniz Águas Claras.;Rua 12;Norte;180;3;1;3;3;1490000;-;-;-
Apartamento de 40 m² com 1 quarto, 2º andar - ADE / Águas Claras;ADE Conjunto 20;Área de Desenvolvimento Econômico;40;1;0;1;0;70000;-;0;-
EM FRENTE AO PARQUE 3 MENNAS , OTIMA LOCALIZAÇÃO;QN 407 Conjunto D;Samambaia Norte;50;2;-;1;2;180000;-;-;-
Vicente pires ótima oportunidade 630.000;Rua 3;Setor Habitacional Vicente Pires;200;3;2;3;3;650000;-;-;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589900;0;0;-
Apartamento para venda tem 73 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 101;Samambaia Sul;-;3;1;2;2;549007;500;0;-
Vendo Excelente Apartamento de 2 Quartos em Santa Maria ...;CL 105 Bloco G;Santa Maria;-;2;-;1;1;155000;0;0;-
TOTAL VILLE SANTA MARIA-DF;Rua 400 Lote 403;Setor Meireles;45;2;0;1;1;145000;285;32;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;Norte;151;3;1;2;1;860000;867;600;-
CASA 03 QUARTOS COM SUITE MASTER;Gemétris Chácara 2;Setor Habitacional Vicente Pires - Trecho 3;300;3;3;4;3;1050000;0;0;-
Apartamentos em construção na QNA 40;QNA 40;Taguatinga Norte;56;2;1;2;0;280000;0;0;-
Apartamento para venda com 60 metros quadrados com 2 quartos em Riacho Fundo I - Brasília - DF;QS 16 Conjunto 1;Riacho Fundo I;-;2;0;1;1;200000;170;265;-
VIA AZALEAS - APARTAMENTO - NASCENTE - 02 QUARTOS - 01 SUÍTE - ÁGUAS CLARAS;-;Sul;90;2;1;3;1;760000;600;970;-
Apartamento de 71m² com 2 quartos + DCE, 1 suíte c/ hidromassagem - Taguatinga Norte - Brasília - DF;CNB 12;Taguatinga Norte;71;3;1;2;0;300000;600;0;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;Asa Norte;40;1;0;1;0;349900;350;692;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;Quadra 301 Conjunto 8;Samambaia Sul;-;2;1;2;1;265000;0;0;-
CASA DE AVENIDA NA QNP 22;QNP 22 Conjunto M;Ceilândia Sul;141;2;-;1;3;155000;-;-;-
ÓTIMO APARTAMENTO 1' ANDAR 3 QUARTOS SUÍTE ELEVADOR GARAGEM 84m2 COM ARMÁRIOS RUA 08 VICENTE PIRES;Rua 8;Setor Habitacional Vicente Pires;84;3;1;2;1;349000;-;-;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589700;0;0;-
Apartamento para venda com 59 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;Quadra 101;Samambaia Sul;-;2;1;2;1;359688;0;0;-
Apartamento pelo programa casa verde e amarela;QR 407 Conjunto 3;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Residencial Felicitá - 2 Quartos em Samambaia - Andar Alto;QN 614 Conjunto B;Samambaia Norte;54;2;1;2;1;300000;485;600;-
Ap 1 ou 2 quartos na Samambaia, muitas vantagens pelo programa casa verde e amarela;QR 407 Conjunto 3;Samambaia Norte;57;2;0;1;1;185000;-;-;-
2 quartos pronto p morar, entrada facilitada, itbi e registro grátis;QR 321 Conjunto 8;Samambaia Sul;78;2;0;1;1;212000;-;-;-
Apto, 64m², andar alto, nascente, 2 Qtos(1suite),ótima loc. Ac. Financiamento. RUA 20 NORTE;Rua 20;Norte;44;2;1;2;1;500000;440;-;-
Edvaldo Moreira Vende Apartamento 2 Quartos Sem Suite Paranóar Parque Paranóar Brasilia DF;Quadra 3 Área Especial 1;Paranoá Parque;50;2;0;1;1;105000;50;398;-
VENICE PARK SUL - APARTAMENTO - 01 SUÍTE - LAZER COMPLETO - GUARÁ;-;Zona Industrial;100;1;1;1;1;585000;525;948;-
Apartamento para venda possui 153 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;Quadra 201 Conjunto 1;Samambaia Norte;-;3;1;2;2;673477;0;0;-
SALA COMERCIAL COM 30m²;Rua 4A;Setor Habitacional Vicente Pires;30;1;-;1;-;170000;-;-;-
Apartamento para venda tem 50 metros quadrados com 2 quartos em Riacho Fundo I - Brasília - DF;QS 16 Conjunto 1;Riacho Fundo I;-;2;0;1;0;147000;0;0;-
Excelente Apartamento! 01 Quarto, 42m2, Mobiliado, CA 09 Lago Norte, Ed. Silco Boulevard;CA 2;Setor de Habitações Individuais Norte;-;1;1;1;1;319999;0;0;-
Apartamento para venda possui 54 metros quadrados com 1 quarto em Samambaia Sul - Brasília - DF;Quadra 301 Conjunto 8;Samambaia Sul;-;1;1;2;1;280002;0;0;-
Apartamento com ótima localização;QR 407 Conjunto 5;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Apartamento para venda com 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589792;0;0;-
Apartamento para venda com 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;590342;0;0;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589966;552;0;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589734;0;0;-
3 quartos - Área Octogonal - Brasília - DF;AOS 8 Bloco E;Área Octogonal;120;3;1;3;1;950000;900;3000;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3;Taguatinga Sul;-;1;-;1;1;589062;0;0;-
Apartamento 1e2 quem com melhores preços;QR 407 Conjunto 9;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamentos programa verde amarelo com facilidades entrada;QN 407 Conjunto B;Samambaia Norte;55;2;0;1;1;177000;-;-;-
Apartamento 2qrts até 100% financiado;QR 407 Conjunto 3;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Flat Com 1 Dormitório à Venda, 31m², Mobiliado;-;Zona Industrial;47;1;-;1;-;330000;708;-;-
Apartamento para venda tem 73 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 101;Samambaia Sul;-;3;1;2;2;549522;0;0;-
QI 24 - Cobertura de Luxo - 03 qts 02 vgs Top Life;-;Setor Industrial;10000;3;-;3;2;670000;475;-;-
BRASÍLIA - Apartamento Padrão - GUARÁ II;-;Guará II;63;2;1;2;1;660000;-;-;-
APARTAMENTO DE 3 QUARTOS NO RESIDENCIAL BELLO RECANTO;Avenida Eucalipto Quadra 405 Conjunto 14;Recanto das Emas;106;3;1;2;1;255000;300;400;-
Compro e vendo Ágio, mesmo com prestações atrasadas: Casa, Apartamento e Terreno. Pagamos a Vista!;Quadra 2;Setor Leste;100;3;2;2;1;15000;0;0;-
Apartamento para venda tem 73 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 101;Samambaia Sul;-;3;1;2;2;549555;0;0;-
Apartamento para venda possui 59 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;Quadra 101;Samambaia Sul;-;2;1;2;1;359011;0;0;-
Apartamento com 2 dormitórios à venda, 50 m² por R$ 200.000,00 - Vicente Pires - Vicente Pires/DF;Rua 4A;Setor Habitacional Vicente Pires;50;2;0;1;0;200000;0;0;-
Prestação baixa, renda a partir de 1800, ganhe desconto c subsídio;QR 407;Samambaia Norte;58;1;0;1;1;176900;200;100;-
Apartamento 2qrts pelo programa casa verde e amarela;QR 407 Conjunto 3;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Águas Claras (Norte) | Apartamento 2 quartos, sendo 1 suite;Quadra 104;Norte;116;2;1;2;2;740000;750;-;-
Apartamento para venda tem 59 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;Quadra 101;Samambaia Sul;-;2;1;2;1;359222;0;0;-
Apartamento pelo programa casa verde e amarela;QR 407 Conjunto 7;Samambaia Norte;56;2;0;1;1;171000;-;-;-
Apartamento para venda com 49 metros quadrados com 2 quartos em Riacho Fundo I - Brasília - DF;Quadra AC 2;Riacho Fundo I;49;2;-;1;-;220000;0;0;-
Apartamento, Setor Noroeste - Brasília;-;Setor Noroeste;32;1;0;1;1;412500;0;0;-
Mude já apartamento 2 quartos c garagem, entrada facilitada, itbi e registro grátis;QR 321 Conjunto 1;Samambaia Sul;78;2;0;1;1;212000;300;-;-
SQS 405 - Apto vazado, reformado, 2 suítes, meio de quadra, ar cond.;SQS 405;Asa Sul;81;3;2;3;0;840000;450;0;-
Apartamento 1e2 quartos com subsídio de até 47mil;QR 407 Conjunto 6;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Top Life Club Residence - Apartamento 3 Quartos - Reformado - Águas Claras;Rua 36;Norte;85;3;1;2;2;580000;0;0;-
BRASÍLIA - Apartamento Padrão - CEILÂNDIA SUL (CEILÂNDIA);-;Ceilândia Sul;57;2;-;1;1;253240;300;530;-
SQS 405 - Apto vazado, reformado, 2 suítes, meio de quadra, ar cond.;SQS 405;Asa Sul;81;3;2;3;0;840000;450;0;-
Apartamento 2qrts com oportunidade única no DF;QR 407 Conjunto 7;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Apartamento excelente localização;QR 407;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento podendo ser 1 ou 2 quartos, pelo programa casa verde e amarela;QR 407 Conjunto 1;Samambaia Norte;57;1;0;1;1;175000;-;-;-
Apartamento com ótima localização;QR 407 Conjunto 3;Samambaia Norte;-;2;0;1;0;179000;0;0;-
Apartamento para venda com 3 quartos em Núcleo Bandeirante - Brasília - DF;-;Núcleo Bandeirante;150;3;1;1;0;340000;-;150;-
Apartamento com excelente localização;QR 407;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento 2 qrts com facilidades na compra;QR 407;Samambaia Norte;-;2;0;1;1;183000;0;0;-
Apartamento com lazer completo;QN 320;Samambaia Sul;-;2;0;1;0;179000;0;0;-
Apartamento 2qrts com oportunidade única;QR 407;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Lançamento Samambaia! Qd. 302, Smart Home,1 quarto, excelente localização!;Quadra 302 Conjunto 9;Samambaia Sul;-;1;-;1;0;159000;0;0;-
2 Quartos Taguatinga Norte - QNL 02 (Armários Planejados);QNL 2 Bloco D;Taguatinga Norte;65;2;0;1;1;240000;390;500;-
Apartamento 2qrts com ótimos preços;QR 407 Conjunto 8;Samambaia Norte;-;2;0;1;0;177000;0;0;-
Apartamento 2qrts com melhores condições no DF;QR 407 Conjunto 1;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento para venda tem 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;QR 407 Conjunto 7;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento com ótimos preços;QR 407 Conjunto 1;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento à venda, 4 quartos, 4 suítes, 4 vagas, Setor Noroeste - Brasília/DF;-;Setor Noroeste;269;4;4;1;4;4300000;0;0;-
Vendo Apartamento;-;Setor Residencial Leste;-;2;-;1;1;149000;0;0;-
Apartamento para venda possui 168 metros quadrados com 4 quartos em Areal - Brasília - DF;QS 11;Areal;168;4;4;4;0;790000;0;1000;-
Apartamento com oportunidade única no DF;QR 407 Conjunto 6;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento com otima localização em Aguas Claras, proximo a estação concessionárias.;Rua 13;Norte;-;1;-;1;1;315000;300;700;-
APARTAMENTO PARA VENDA, GRANDE COLORADO, SOBRADINHO;Rodovia DF-150;Grande Colorado;-;1;0;1;0;130000;-;-;-
Apartamento 2qrts com melhores condições no DF;QR 407 Conjunto 6;Samambaia Norte;-;2;0;1;0;178000;0;0;-
More 300 metros do parque de Samambaia;QR 407 Conjunto 6;Samambaia Norte;-;2;0;1;0;177000;0;0;-
BRASÍLIA - Apartamento Padrão - ASA SUL;-;Asa Sul;60;2;-;1;0;629000;380;-;-
Apartamento de 2 quartos em Samambaia 1º andar próximo ao BRB;QR 402;Samambaia Norte;-;2;-;1;0;185000;0;0;-
APARTAMENTO RESIDENCIAL em BRASILIA - DF, TAGUATINGA CENTRO;-;Taguatinga Centro;50;2;-;1;1;280000;484;750;-
Sonho Verde, 3 Quartos à venda, 116 m² por R$ 855.900 - Sul - Águas Claras/DF;Rua 12;Sul;116;3;1;3;2;855900;600;0;-
Lançamento Direcional 3 Quartos Águas Claras;Rua das Carnaúbas;Norte;82;3;1;2;-;624886;0;-;-
Apartamento 1 quarto para Venda Setor Sudoeste, Brasília;-;Setor Sudoeste;90;1;1;1;0;249000;266;-;-
Apartamento 2 qrts com até 100% financiado;QR 407;Samambaia Norte;-;2;0;1;1;184000;0;0;-
APARTAMENTO VAZADO/ 3 QUARTOS/SUÍTE/GARAGEM;SQN 313 Bloco G;Asa Norte;167;3;1;3;1;1150000;942;1750;-
Apartamento de 44 m² com 2 quartos Sucupira - Riacho Fundo I - Brasília - DF;Avenida Sucupira;Riacho Fundo I;-;2;0;1;0;120000;0;0;-
Apartamento até 100% financiado;QR 407 Conjunto 1;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Até 100 financiado, pelo programa casa verde e amarela e construtora;QR 407 Conjunto 6;Samambaia Norte;58;2;1;1;1;176000;-;-;-
Cobertura para venda com 101 metros quadrados com 2 quartos;QN 120;Samambaia Sul;101;2;1;2;1;380000;-;-;-
Apartamento para venda com 125 metros quadrados com 4 quartos;Rua 3C;Setor Habitacional Vicente Pires;-;4;3;4;2;1260000;0;0;-
Apartamento com facilidades diferenciadas;QR 407;Samambaia Norte;-;2;0;1;0;179000;0;0;-
Vicente Pires 2 quartos apartamento grande espaçoso bem localizado prédio bom;Rua 5 Chácara 233;Setor Habitacional Vicente Pires;61;2;0;1;0;129000;0;0;-
BRASÍLIA - Apartamento Padrão - ASA SUL;-;Asa Sul;87;2;1;2;0;1080000;400;-;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;QN 122 Conjunto 3;Samambaia Sul;-;2;1;2;1;319503;0;0;-
ISLA LIFE STYLE - APARTAMENTO - 03 QUARTOS - 01 SUÍTE - ÁREA ESPECIAL 4 - LAZER COMPLETO - GUARÁ II;-;Guará II;72;3;1;2;2;700000;712;826;-
Residencial Wave 2 quartos 74m - Frenta p/ Parque;Rua 18;Norte;74;2;1;2;1;640000;650;948;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;QN 122 Conjunto 3;Samambaia Sul;-;2;1;2;1;318088;0;0;-
Apartamento próximo ao parque de Samambaia;QR 407 Conjunto 1;Samambaia Norte;-;2;0;1;0;178000;0;0;-
Apartamento 2 quartos, varanda, Qd 302 Samambaia, Próximo ao Metrô;Quadra 302 Conjunto 12;Samambaia Sul;60;2;1;2;1;361000;0;0;-
Apartamento para venda tem 153 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;Quadra 201 Conjunto 1;Samambaia Norte;-;3;1;2;2;674358;0;0;-
Apartamento para venda possui 153 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;Quadra 201 Conjunto 1;Samambaia Norte;-;3;1;2;2;673739;0;0;-
